date,code,name,close,pct_chg,pct_5d,pct_10d,pct_20d,pct_60d,turnover,up_count,down_count,amount_yi
2026-09-01,BK1010,磷化工,1028.24,1.21,6.06,2.7,9.22,8.31,1.78,38,11,210.17849131
2026-09-01,BK1011,环氧丙烷,703.86,0.5,4.91,2.63,7.15,3.49,1.53,14,9,77.31158981
2026-09-01,BK1013,华为欧拉,1175.18,1.94,7.9,2.62,5.46,1.04,2.59,17,2,56.69950377
2026-09-01,BK1014,发电机概念,1710.2,0.31,2.44,0.1,5.78,-0.66,0.93,11,12,17.14060357
2026-09-01,BK1017,资源开采概念,1687.97,0.63,4.06,2.47,4.76,4.26,0.23,18,7,62.38719474
2026-09-01,BK1022,职业教育,1325.11,1.61,4.15,1.7,5.23,3.08,2.72,58,11,152.19355496
2026-09-01,BK1024,绿色电力,1285.89,1.16,2.32,1.15,0.86,-5.28,0.75,147,28,337.47172552
2026-09-01,BK1025,预制菜概念,1112.84,3.11,5.44,3.86,11.16,9.02,2.99,60,5,111.40782749
2026-09-01,BK1026,调味品概念,1012.54,2.18,4.8,2.72,6.64,7.4,1.76,29,3,70.87364649
2026-09-01,BK1029,汽车整车,1404.97,1.61,1.47,1.02,-3.2,-6.84,0.61,25,0,59.42302828
2026-09-01,BK1047,数据安全,960.89,1.38,5.48,1.5,2.72,1.22,1.43,59,21,198.75464024
2026-09-01,BK1049,EDR概念,1786.16,0.72,4.82,1.37,6.2,4.43,2.15,10,4,123.07418044
2026-09-01,BK1050,昨日涨停_含一字,154135.09,1.56,11.04,7.9,34.41,136.35,10.74,47,40,820.55659648
2026-09-01,BK1051,昨日连板_含一字,78993.19,4.87,22.26,28.82,88.89,346.95,17.57,14,4,213.03162356
2026-09-01,BK1052,动力电池回收,902.14,0.11,2.06,-0.4,4.55,-5.94,1.22,26,20,164.80321081
2026-09-01,BK1053,低价股,1120.06,1.54,3.19,4.2,5.74,2.53,1.2,171,19,229.80918648
2026-09-01,BK1054,DRG/DIP,916.32,1.7,2.12,-0.93,-1.93,-3.86,1.54,17,1,19.9894198
2026-09-01,BK1055,虚拟数字人,1290.11,2.18,7.11,3.71,3.44,-0.67,4.59,78,8,508.12907261
2026-09-01,BK1056,幽门螺杆菌概念,999.15,1.03,0.78,-0.69,6.29,10.84,2.07,51,7,72.75384436
2026-09-01,BK1058,地下管网,1165.25,1.32,1.94,1.26,4.03,-2.26,0.99,46,8,42.18068864
2026-09-01,BK1061,数字经济,1264.27,1.7,5.13,2.03,3.54,0.9,2.87,157,33,586.12741888
2026-09-01,BK1063,重组蛋白,982.95,-0.09,-3.5,-7.96,6.9,17.54,1.25,19,14,45.1660138
2026-09-01,BK1064,东数西算,1868.54,0.43,3.42,-0.42,2.44,-0.01,1.71,44,27,462.65578725
2026-09-01,BK1066,民爆概念,1571.94,0.67,3.32,1.98,8.03,3.96,0.64,16,6,39.30763531
2026-09-01,BK1068,净水概念,1234.19,0.52,1.32,0.8,3.03,5.38,0.58,15,5,31.05778523
2026-09-01,BK1069,智慧灯杆,1801.65,0.06,4.57,5.02,11.83,5.13,2.14,15,13,76.87439627
2026-09-01,BK1070,土壤修复,1025.13,1.04,2.6,2.48,6.34,-1.41,1.89,22,12,38.54049937
2026-09-01,BK1071,跨境支付,1564.93,2.45,4.18,6.01,4.03,4.95,0.27,59,5,318.08550625
2026-09-01,BK1072,中俄贸易概念,1580.91,0.85,3.09,1.08,4.9,-1.64,1.26,59,22,90.66829261
2026-09-01,BK1073,啤酒概念,1156.25,1.73,2.32,0.27,2.61,-1.95,2.2,17,2,23.36911511
2026-09-01,BK1074,托育服务,953.69,4.18,7.83,6.67,11.03,14.53,4.68,6,0,13.29356114
2026-09-01,BK1075,电子身份证,1121.15,2.08,5.55,5.29,7.21,5.22,3.3,31,7,86.12770399
2026-09-01,BK1076,建筑节能,1147.04,0.65,2.67,2.56,7.79,-1.24,2.3,36,17,71.71142716
2026-09-01,BK1077,统一大市场,1278.37,1.68,3.55,2.71,5.87,1.1,1.44,39,5,44.89004317
2026-09-01,BK1078,肝炎概念,1393.85,0.63,-0.02,-1.76,5.62,15.13,3.48,38,17,126.99502104
2026-09-01,BK1079,户外露营,1441.62,1.13,4.08,3.49,8.67,1.55,1.2,24,10,33.01445137
2026-09-01,BK1080,新型城镇化,1110.35,0.73,3.27,2.54,6.91,-0.6,1.82,75,28,111.51619997
2026-09-01,BK1082,噪声防治,1900.15,0.16,4.12,3.91,20.28,2.54,2.39,5,4,10.95362476
2026-09-01,BK1086,粮食概念,856.61,6.42,13.15,12.64,26.55,23.5,4.95,33,3,169.5048136
2026-09-01,BK1087,超超临界发电,1485.11,0.89,2.37,1.64,1.04,-7.64,0.67,39,9,80.10716552
2026-09-01,BK1089,汽车热管理,1987.97,0.2,2.83,0.58,6.79,-7.48,1.89,54,41,156.51124553
2026-09-01,BK1090,机器人概念,2011.73,-0.04,2.45,-1.88,4.9,-6.51,1.28,394,345,1844.02794157
2026-09-01,BK1093,汽车一体化压铸,1329.69,-0.08,2.68,0.09,6.65,-5.03,1.26,18,10,42.73213079
2026-09-01,BK1094,钙钛矿电池,1004.27,-0.05,2.09,-1.61,6.97,-9.08,1.67,23,25,133.19451608
2026-09-01,BK1095,钒电池,1341.58,0.93,4.2,2.7,2.74,2.29,1.06,16,3,58.94573772
2026-09-01,BK1098,生物质能发电,1101.13,0.95,2.52,2.15,3.67,-1.09,1.08,29,3,27.89094492
2026-09-01,BK1099,轮毂电机,1035.35,1.95,4.67,1.97,6.39,-3.51,2.04,8,1,11.08767022
2026-09-01,BK1100,减速器,1740.41,-0.08,1.84,-4.28,2.95,-13.84,1.4,40,45,139.67293839
2026-09-01,BK1102,空气能热泵,1692.91,0.15,2.79,2.96,7.31,1.99,1.02,21,15,93.3896165
2026-09-01,BK1103,熔盐储能,1092.35,1.41,4.13,3.01,4.2,1.37,1.14,9,1,22.81368682
2026-09-01,BK1104,信创,1816.27,1.4,5.37,1.03,2.93,0.69,2.57,189,53,824.45807431
2026-09-01,BK1106,创新药,1452.11,0.58,-1.34,-4.82,3.94,13.21,1.68,141,55,352.57019459
2026-09-01,BK1107,科创板做市商,1460.64,0.65,4.34,3.16,1.28,10.92,0.4,14,0,66.33316118
2026-09-01,BK1109,供销社概念,1111.33,2.98,7.56,6.52,11.47,11.55,2.8,18,2,61.69921126
2026-09-01,BK1110,Web3.0,1737.98,2.97,6.87,4.04,2.04,0.51,5.63,44,5,326.00200623
2026-09-01,BK1111,AIGC概念,2032.68,2.35,8.37,4.53,4.8,1.88,5.08,103,21,787.07195452
2026-09-01,BK1112,破净股,1474.59,1.47,2.83,3.93,3.95,5.5,0.5,368,22,754.52311485
2026-09-01,BK1115,跨境电商,1492.48,1.59,3.95,2.67,5.82,0.36,2.31,132,36,317.58090374
2026-09-01,BK1116,抗菌面料,1522.39,-0.26,2.53,-0.05,6.4,-4.19,1.26,9,7,17.87760423
2026-09-01,BK1118,数据确权,1407.46,2.03,5.45,3.29,2.76,-0.87,5.07,35,4,162.96147299
2026-09-01,BK1124,毫米波概念,2204.37,0.03,3.98,-2.81,8.55,-7.64,1.98,28,27,293.31416844
2026-09-01,BK1125,电子后视镜,1652.89,0.41,4.5,1.13,6.84,-3.58,1.88,15,10,69.15876475
2026-09-01,BK1126,ChatGPT概念,1990.43,1.75,7.59,2.45,1.85,1.52,4.6,50,12,461.61603069
2026-09-01,BK1127,AI芯片,1895.11,-0.41,4.67,-2.75,6.38,-0.27,1.57,13,26,357.4186988
2026-09-01,BK1129,数字水印,989.78,1.79,6.02,3.46,2.48,-3.63,3.19,15,3,35.61453956
2026-09-01,BK1130,时空大数据,1394.22,1.23,4.5,-1.2,0.64,-6.35,2.17,20,8,46.56415193
2026-09-01,BK1132,MLOps概念,1045.3,1.44,5.65,0.92,0.19,-1.08,2.05,9,1,24.53890084
2026-09-01,BK1133,ERP概念,1355.18,1.76,6.59,1.35,2.5,1.32,2.47,19,4,62.58601473
2026-09-01,BK1134,算力概念,1933.06,0.28,4.13,-1.38,3.48,-2.72,1.39,137,98,1365.00885358
2026-09-01,BK1135,数据要素,1152.97,1.34,4.59,0.95,2.3,-1.2,2.36,130,37,474.14126866
2026-09-01,BK1139,中特估,1202.95,0.74,2.35,2.22,1.64,2.53,0.21,62,14,403.04117673
2026-09-01,BK1142,裸眼3D,1240.15,0.41,3.53,-0.17,6.16,-11.13,1.89,16,8,72.05790067
2026-09-01,BK1143,空间计算,1523.22,1.19,4.24,0.43,4.79,-2.74,2.22,19,5,55.81390141
2026-09-01,BK1144,高压快充,1498.97,-0.34,1.47,-1.71,4.7,-5.56,1.8,25,34,167.42762365
2026-09-01,BK1146,减肥药,1247.22,0.11,-1.4,-6.34,3.33,15.47,1.51,30,13,87.79703399
2026-09-01,BK1147,SPD概念,1000.14,1.86,1.06,-1.78,5.87,7.09,1.25,14,0,16.20409581
2026-09-01,BK1150,新型工业化,1490.65,-0.03,2.56,-1.85,4.6,-5.97,1.08,56,48,254.74752955
2026-09-01,BK1151,短剧互动游戏,1243.64,2.78,9.25,6.44,3.84,2.68,5.05,34,9,380.71845426
2026-09-01,BK1153,多模态AI,1257.14,1.82,6.11,1.28,3.03,-2.19,4.05,53,19,380.19541395
2026-09-01,BK1155,小米汽车,1612.76,0.31,2.12,-0.89,5.26,-8.94,1.32,65,39,341.48948847
2026-09-01,BK1157,飞行汽车(eVTOL),1991.92,0.23,3.08,-0.02,6.71,-4.8,1.24,49,34,148.14242511
2026-09-01,BK1158,微盘股,3774.91,1.0,3.74,5.09,12.72,9.86,2.01,302,90,151.22007884
2026-09-01,BK1166,低空经济,1600.44,0.62,3.55,0.09,5.15,-5.46,1.39,196,103,563.07657058
2026-09-01,BK1169,Kimi概念,1092.79,1.81,8.13,-0.5,-1.48,0.29,3.94,11,6,160.37254491
2026-09-01,BK1170,AI制药（医疗）,1342.05,0.38,-1.03,-4.33,4.99,9.86,1.55,52,23,192.29950035
2026-09-01,BK1172,AI语料,1067.83,2.67,8.89,4.44,1.99,4.66,6.14,29,7,307.24721238
2026-09-01,BK1173,锂矿概念,1943.04,-0.34,1.89,0.27,5.64,-5.87,1.15,15,24,249.74016975
2026-09-01,BK1174,合成生物,1293.01,0.92,1.01,-1.92,6.2,8.47,2.0,91,30,211.65712631
2026-09-01,BK1176,财税数字化,1639.51,1.82,6.25,2.44,0.59,1.4,2.42,36,5,113.10551027
2026-09-01,BK1179,房屋检测,1367.74,1.08,2.49,1.04,4.98,-0.74,1.42,35,5,32.67671972
2026-09-01,BK1181,并购重组概念,1325.99,-0.05,3.94,0.43,7.58,-0.56,1.41,91,66,505.71562453
2026-09-01,BK1182,智谱AI概念,1153.64,2.03,7.27,1.24,0.44,-0.29,4.77,25,10,162.9540597
2026-09-01,BK1183,谷子经济,1045.29,2.62,6.39,3.48,4.4,-0.29,4.33,68,10,256.11106058
2026-09-01,BK1185,冰雪经济,982.76,1.25,3.25,3.16,4.62,0.24,1.84,37,5,66.07795473
2026-09-01,BK1186,首发经济,1029.45,2.04,4.99,2.03,5.51,0.97,2.43,33,6,78.64957167
2026-09-01,BK1187,小红书概念,1217.43,2.61,5.65,2.02,3.47,-0.97,5.5,64,10,341.47529452
2026-09-01,BK1188,DeepSeek概念,1267.65,1.14,4.88,0.52,3.15,1.67,2.61,194,63,975.28153946
2026-09-01,BK1189,腾讯云,1059.32,0.37,5.09,-0.19,2.84,7.87,2.5,10,10,129.89546221
2026-09-01,BK1190,虚拟机器人,1370.0,0.89,6.36,1.43,4.13,3.89,2.22,11,5,150.36687761
2026-09-01,BK1192,雅下水电概念,1206.08,0.97,2.55,0.43,1.6,-1.58,0.77,45,9,154.72660226
2026-09-01,BK1193,海南自贸,966.17,2.07,3.14,1.78,5.16,2.36,1.29,76,9,185.94221166
2026-09-01,BK1197,反内卷概念,1059.3,1.02,3.38,3.46,7.65,0.15,0.99,120,37,374.64179076
2026-09-01,BK1198,2025三季报预增,1074.29,0.15,3.72,0.09,6.91,3.22,1.3,50,39,523.71667053
2026-09-01,BK1199,2025三季报预减,1201.0,0.04,4.75,-2.82,6.92,-10.06,2.53,2,6,16.71271535
2026-09-01,BK1628,2025三季报扭亏,854.49,0.53,2.05,-3.89,1.96,-0.39,0.88,6,4,15.59161863
2026-09-01,BK1629,AI应用,777.84,2.03,6.1,1.98,2.06,2.06,3.22,213,49,1030.32035965
2026-09-01,BK1630,昨日首板,6213.31,0.7,8.06,2.66,24.58,111.02,8.0,32,36,589.29507446
2026-09-01,BK1631,昨日炸板,510.29,0.28,-0.17,-6.65,0.56,-33.64,5.95,14,15,104.10466319
2026-09-01,BK1632,昨日高换手,511.32,2.57,3.57,-6.4,-1.67,-29.83,17.32,49,22,693.49103397
2026-09-01,BK1633,昨日高振幅,847.06,0.31,2.53,-4.2,6.98,-12.16,4.25,269,266,3012.59484377
2026-09-01,BK1635,长期破净,950.8,1.25,2.71,4.49,3.93,1.4,0.54,159,25,408.43495532
2026-09-01,BK1636,红利破净股,1077.78,1.16,1.74,3.7,3.28,5.26,0.21,37,2,214.28249762
2026-09-01,BK1637,东方财富热股,3710.53,1.42,9.41,4.02,25.43,75.38,7.0,54,45,1824.37440608
2026-09-01,BK1638,最近多板,2371.62,1.66,7.39,-0.01,15.58,33.28,9.68,96,64,1292.71177107
2026-09-01,BK1639,周期股,943.97,0.17,2.12,0.17,3.14,2.09,0.52,63,36,1282.22615128
2026-09-01,BK1640,价值股,967.64,1.42,1.9,1.93,0.99,3.35,0.48,93,4,265.95288357
2026-09-01,BK1641,红利股,1028.38,1.04,2.79,3.93,4.16,5.66,0.25,83,13,356.28029769
2026-09-01,BK1642,微利股,863.16,1.11,4.57,1.69,8.83,0.61,1.77,68,32,125.45602567
2026-09-01,BK1643,小盘股,880.19,0.08,2.55,-1.42,4.19,-2.27,1.59,594,391,2896.45515869
2026-09-01,BK1644,微盘精选,922.55,0.92,3.36,5.29,12.01,7.52,2.06,37,8,17.55816288
2026-09-01,BK1645,昨日打二板以上表现,20720.17,3.33,27.15,21.11,76.16,415.33,12.1,6,4,134.30524143
2026-09-01,BK1647,电网概念,821.79,0.48,1.94,-0.91,2.09,-7.3,1.71,151,75,545.38904368
2026-09-01,BK1648,电池技术,919.17,-0.36,2.22,-1.06,6.31,-4.97,1.45,273,286,1823.07794238
2026-09-01,BK1649,油气资源,844.56,0.88,2.73,1.45,5.06,-0.5,0.6,118,32,246.05013178
2026-09-01,BK1652,新消费,895.7,1.84,2.08,0.58,4.94,5.77,1.94,73,9,144.29351245
2026-09-01,BK1653,味蕾经济,913.41,2.07,2.77,0.31,4.32,5.62,1.29,82,7,196.89323909
2026-09-01,BK1654,文娱消费,873.56,2.48,6.77,5.47,4.1,1.35,3.83,83,8,439.62497877
2026-09-01,BK1655,零售概念,856.87,2.53,3.06,2.46,3.39,1.27,1.01,58,4,104.72390553
2026-09-01,BK1656,特色药,906.44,1.6,1.13,-1.52,0.57,6.45,1.11,38,2,39.54507474
2026-09-01,BK1657,病原体防治,968.03,1.04,0.37,-1.19,5.95,11.99,2.26,141,25,269.1260618
2026-09-01,BK1658,创新医疗服务,965.29,0.88,-1.36,-5.12,4.85,14.66,1.36,58,21,182.52966039
2026-09-01,BK1659,精准诊断,934.34,0.96,-0.01,-0.36,6.97,9.8,1.33,44,17,83.16138112
2026-09-01,BK1661,行业龙头,955.29,0.37,1.79,-1.39,0.78,2.91,0.39,62,32,1203.06630858
2026-09-01,BK1662,权重股,1058.8,0.11,2.07,-0.72,1.69,4.39,0.18,31,17,1041.46023811
2026-09-01,BK1663,大盘股,1004.01,-0.06,2.36,-1.05,2.99,2.72,0.4,173,123,3873.60402876
2026-09-01,BK1664,中盘股,995.67,-0.13,2.55,-2.18,3.38,2.69,1.21,275,215,2816.78464439
2026-09-01,BK1666,大盘价值,977.73,1.05,2.41,2.7,2.68,3.93,0.33,88,16,828.58826766
2026-09-01,BK1668,小盘价值,930.64,0.95,2.17,1.14,1.5,0.27,1.29,238,57,595.01280418
2026-09-01,BK1670,中盘价值,968.97,1.05,2.3,0.7,1.01,3.81,0.86,113,24,440.32610265
2026-09-01,BK1671,超跌股,730.84,2.08,5.47,3.93,7.59,4.42,1.83,137,31,161.66773057
2026-09-01,BK1672,破发股,980.89,1.13,2.99,2.7,8.11,6.59,1.28,521,155,506.91780701
2026-09-01,BK1673,破增发价股,962.61,1.27,3.55,2.46,5.22,4.3,1.15,647,143,1305.92475995
2026-09-01,BK1674,近期新高,1563.66,1.78,7.04,2.29,18.14,23.57,0.77,48,21,389.30468288
2026-09-01,BK1676,百日新高,1657.57,1.56,9.06,3.39,15.69,28.45,0.69,33,18,339.17221231
2026-09-01,BK1693,近期摘帽,1190.41,1.03,3.94,1.61,8.79,19.04,2.33,47,23,96.70166462
2026-09-01,BK1698,股权集中,1070.42,1.01,2.48,-0.26,3.67,7.04,0.29,69,14,185.08943766
2026-09-01,BK1699,股权分散,1136.19,0.82,3.61,0.84,5.98,13.62,2.77,156,71,883.47839117
2026-09-01,BK1711,消费风格,947.2,1.42,1.76,-0.74,0.2,-3.39,1.31,83,17,371.86489096
2026-09-01,BK1712,医药医疗风格,1059.56,0.28,-0.81,-4.18,0.29,8.73,0.92,64,34,285.79395917
2026-09-01,BK1714,金融地产风格,1080.59,1.2,3.67,4.19,3.09,9.35,0.35,90,6,582.86727414
2026-09-01,BK1715,趋势股,801.92,-0.09,1.99,-3.3,-1.23,-17.17,3.01,234,251,2096.32401243
2026-09-01,BK1717,题材股,1423.1,1.84,10.18,1.02,20.4,44.85,10.46,37,25,1135.96231191
2026-09-01,BK1721,高成长股,1127.83,0.13,3.44,-0.55,8.82,12.78,1.48,51,49,633.63292195
2026-09-01,BK1723,低市净率,1072.39,1.33,2.86,4.43,3.79,7.24,0.51,183,11,407.23923029
2026-09-01,BK1743,券商金股,996.5,0.35,3.11,-2.97,0.69,-0.35,0.69,14,12,503.6107853
2026-09-01,BK1749,2026中报预增,1061.98,-0.19,3.59,-0.78,8.77,6.2,1.61,293,274,3860.30055497
2026-09-01,BK1750,2026中报扭亏,996.24,0.78,3.74,1.62,8.98,-0.38,2.54,135,66,647.7164241
2026-09-01,BK1751,2026中报首亏,1069.8,1.07,3.75,2.82,8.71,6.98,1.94,200,66,413.38066224
2026-09-01,BK1752,2026中报预减,1064.22,1.02,2.76,1.66,5.7,6.42,1.34,156,55,316.04682107
2026-09-02,BK0425,工程建设,25489.22,-0.62,0.7,5.01,3.2,-3.49,0.81,15,50,127.22966977
2026-09-02,BK0429,交运设备,10557.66,-0.29,1.26,4.22,5.12,3.94,0.98,15,32,66.00205653
2026-09-02,BK0470,造纸印刷,9981.79,-0.63,2.23,5.58,4.6,-1.34,2.95,11,29,56.04195003
2026-09-02,BK0480,航天航空,52504.82,1.13,4.64,5.38,2.32,-5.42,2.15,33,23,220.49782983
2026-09-02,BK0485,旅游酒店,15008.08,0.64,3.95,9.45,7.72,6.5,3.61,25,12,77.4873887
2026-09-02,BK0490,军工,78386.91,0.47,3.98,5.17,2.8,-7.81,2.42,203,211,1392.51562066
2026-09-02,BK0494,节能环保,15023.47,-0.44,1.94,4.64,4.4,-3.26,1.97,128,285,1138.09374049
2026-09-02,BK0501,次新股,22650.58,1.29,1.85,1.24,-2.07,-18.72,7.01,88,65,457.26855649
2026-09-02,BK0511,ST股,6496.69,0.09,1.9,6.23,5.94,-3.79,1.54,85,106,114.47868857
2026-09-02,BK0520,社保重仓,13516.69,-0.32,3.89,4.78,3.47,-5.37,1.98,4,13,41.63816325
2026-09-02,BK0523,新材料,39628.16,-0.69,1.1,2.33,3.96,-5.63,2.72,112,276,1783.59834775
2026-09-02,BK0534,成渝特区,21291.36,-0.44,2.2,4.59,3.49,0.55,1.36,24,61,273.10868355
2026-09-02,BK0535,QFII重仓,23966.85,-0.32,2.96,5.26,7.3,-1.15,4.24,270,525,2501.12770383
2026-09-02,BK0554,物联网,16594.54,-0.51,3.31,5.24,3.1,-4.67,2.11,93,285,1754.34362995
2026-09-02,BK0577,核能核电,2760.15,-0.2,1.44,3.57,0.54,-6.16,1.3,67,132,668.66659802
2026-09-02,BK0580,LED概念,4846.73,-0.46,2.73,4.08,5.13,-8.37,2.41,20,72,443.69804396
2026-09-02,BK0581,智能电网,2060.78,-0.42,0.85,2.77,-0.62,-8.5,2.18,57,138,512.12577176
2026-09-02,BK0588,光伏概念,3969.35,-0.57,0.56,2.51,1.47,-9.7,1.58,136,303,1417.06846007
2026-09-02,BK0590,西部大开发,3459.94,-0.6,2.29,4.47,4.13,1.04,2.2,179,420,2234.51935859
2026-09-02,BK0592,铁路基建,2688.4,-0.06,1.83,4.17,3.58,-3.21,0.81,40,80,255.63113674
2026-09-02,BK0595,风能,2568.55,-0.34,0.83,2.3,-0.78,-10.86,1.31,71,175,1132.06497732
2026-09-02,BK0596,融资融券,3106.17,-0.73,1.69,3.0,2.79,-2.9,1.37,1019,2784,15700.26389885
2026-09-02,BK0597,水利建设,1978.75,-0.24,1.89,4.83,2.18,-4.89,1.47,37,70,308.23259223
2026-09-02,BK0601,海工装备,2246.36,0.07,2.33,4.41,2.96,-6.99,1.97,29,46,465.45401708
2026-09-02,BK0603,页岩气,2643.04,-0.04,1.2,2.82,1.3,-0.11,0.65,13,18,138.80276526
2026-09-02,BK0606,油气设服,2131.25,1.05,3.15,4.89,3.87,-3.05,2.53,24,26,199.37752906
2026-09-02,BK0617,石墨烯,2826.22,-0.32,2.08,5.56,8.07,-4.16,3.1,23,48,359.87856678
2026-09-02,BK0619,3D打印,8621.74,-0.25,2.95,4.71,6.48,-4.89,2.5,26,52,408.42938878
2026-09-02,BK0622,地热能,6133.06,1.04,3.33,5.08,2.35,-10.27,3.04,5,3,41.49554023
2026-09-02,BK0623,海洋经济,3312.46,-0.44,2.67,5.01,3.77,-2.59,1.73,34,78,421.37864049
2026-09-02,BK0625,通用航空,5373.08,0.23,2.4,5.28,2.0,-3.04,1.3,18,18,124.3242101
2026-09-02,BK0628,智慧城市,5516.31,-0.38,3.7,5.84,3.21,-2.32,2.29,56,156,620.09858343
2026-09-02,BK0629,卫星导航,6229.67,0.05,3.77,3.92,0.97,-11.07,1.37,29,47,211.63621347
2026-09-02,BK0636,B股,887.85,-0.32,-1.39,-0.04,-0.7,2.19,0.32,25,43,1.1500158
2026-09-02,BK0641,智能穿戴,4187.86,-0.74,3.21,4.53,4.82,-7.78,2.41,27,102,887.45665153
2026-09-02,BK0644,特斯拉概念,6635.75,-0.73,1.04,3.64,2.27,-11.77,1.84,56,154,1016.46463221
2026-09-02,BK0667,安防概念,3290.79,0.2,5.08,6.35,3.95,0.09,2.5,51,87,461.85861712
2026-09-02,BK0671,彩票概念,2637.99,-0.72,3.21,6.94,3.04,-6.56,2.26,3,14,42.04916089
2026-09-02,BK0677,粤港自贸,3181.7,-0.28,2.03,4.86,3.75,-0.22,2.01,21,62,170.78817281
2026-09-02,BK0679,超导概念,6393.36,-0.24,-0.33,4.17,-0.94,-13.79,2.71,10,16,207.64165219
2026-09-02,BK0680,智能家居,2999.35,-0.65,2.4,5.09,4.56,-3.57,1.88,38,127,579.09169354
2026-09-02,BK0682,燃料电池概念,4156.33,-0.24,1.19,2.94,1.59,-7.89,1.71,50,87,543.61002754
2026-09-02,BK0692,旅游概念,1551.01,-0.37,3.86,8.12,6.01,2.99,3.03,26,35,166.60696869
2026-09-02,BK0699,全息技术,2774.86,-0.28,2.03,0.89,-1.5,-12.66,3.08,5,6,64.16864998
2026-09-02,BK0700,充电桩,3105.13,-0.52,1.12,3.45,2.44,-7.29,2.09,77,175,929.56156122
2026-09-02,BK0704,无人机,2580.08,0.14,3.4,5.14,3.95,-6.87,2.52,89,134,802.51668676
2026-09-02,BK0708,体育产业,1412.79,-0.33,2.87,6.48,6.57,0.56,2.08,26,48,145.3020358
2026-09-02,BK0710,量子科技,3315.73,-0.61,2.19,4.99,3.07,-8.18,1.02,18,61,574.51731884
2026-09-02,BK0712,一带一路,1570.35,-0.69,1.68,4.21,3.18,-1.27,1.02,121,388,1822.16596255
2026-09-02,BK0715,航母概念,961.71,0.52,4.13,5.7,3.25,-6.4,1.44,16,15,200.07934126
2026-09-02,BK0721,PPP模式,778.78,-0.56,1.12,4.81,4.06,-1.49,1.24,32,106,268.19910444
2026-09-02,BK0722,虚拟现实,1253.59,-0.7,3.62,5.76,2.65,-7.23,2.6,63,151,977.99785462
2026-09-02,BK0729,船舶制造,1199.14,0.13,2.01,3.96,1.7,-1.44,1.15,7,8,77.14158073
2026-09-02,BK0733,包装材料,1256.85,-0.29,2.63,5.98,3.27,-2.83,1.76,9,19,30.67428193
2026-09-02,BK0800,人工智能,1795.89,-0.78,3.36,4.82,1.62,-1.8,2.29,166,551,2911.87233628
2026-09-02,BK0801,增强现实,1399.75,-0.46,3.22,4.43,2.53,-9.76,2.07,13,32,176.61867048
2026-09-02,BK0802,智能驾驶,2106.59,-0.49,2.99,5.01,3.02,-6.05,1.76,84,205,1353.37950602
2026-09-02,BK0803,股权转让,752.99,-0.59,2.91,6.24,4.54,-1.33,2.86,11,29,69.95785007
2026-09-02,BK0808,军民融合,1919.15,0.68,4.22,5.25,2.31,-8.29,2.33,91,83,666.52489747
2026-09-02,BK0812,贬值受益,1702.48,-0.37,2.11,4.21,4.35,-1.49,1.98,65,121,913.96426533
2026-09-02,BK0813,雄安新区,960.71,-0.53,1.63,4.4,2.16,-4.02,1.33,40,101,256.7001165
2026-09-02,BK0814,大飞机,1759.23,-0.06,3.51,4.53,2.33,-6.96,1.81,40,59,380.9257043
2026-09-02,BK0816,昨日连板,36960.54,2.4,13.11,13.02,48.98,162.19,11.44,5,4,130.52192281
2026-09-02,BK0818,可燃冰,1515.2,0.2,0.28,0.64,1.99,-0.17,1.55,3,6,25.1669825
2026-09-02,BK0822,租售同权,666.7,-0.38,1.55,5.05,4.57,4.39,3.27,8,15,78.00878301
2026-09-02,BK0832,工业互联网,2536.21,-0.77,1.85,3.3,0.23,-6.2,1.74,48,154,793.97626087
2026-09-02,BK0843,天然气,1750.89,-0.3,2.06,3.9,4.58,1.39,1.06,42,82,423.93969738
2026-09-02,BK0853,电子竞技,1368.07,-0.13,3.52,5.62,-0.41,-2.19,2.17,7,27,188.77826146
2026-09-02,BK0860,边缘计算,2101.84,-0.56,3.13,4.45,-0.3,-6.39,1.39,29,92,578.31909087
2026-09-02,BK0861,数字孪生,1577.76,-0.15,3.73,5.43,1.69,-6.54,1.84,28,64,184.8458993
2026-09-02,BK0864,氢能源,1465.49,-0.57,1.22,3.58,2.04,-6.56,1.47,75,195,965.31091799
2026-09-02,BK0865,电子烟,2732.75,-0.62,1.65,4.69,7.37,-6.94,2.19,17,36,257.73878378
2026-09-02,BK0873,垃圾分类,1577.85,-0.53,0.56,3.37,1.93,-2.55,1.33,24,68,108.91097372
2026-09-02,BK0875,ETC,1774.96,-0.04,4.32,8.3,3.62,-2.77,2.56,16,24,131.75986914
2026-09-02,BK0877,PCB,3975.3,-0.61,2.16,2.32,7.35,-12.29,4.14,51,139,1714.44672184
2026-09-02,BK0880,UWB概念,1725.43,-0.44,1.71,2.48,-0.31,-13.06,2.29,5,13,94.02402858
2026-09-02,BK0883,数字货币,1758.68,-0.64,3.58,10.15,3.1,3.57,2.87,17,64,345.49160109
2026-09-02,BK0886,智慧政务,1396.39,-0.78,5.0,7.37,1.25,-1.33,2.9,22,65,209.95853231
2026-09-02,BK0893,无线耳机,2554.48,-0.64,2.88,6.13,5.69,-5.7,2.58,24,58,596.44251423
2026-09-02,BK0898,胎压监测,2247.2,-0.21,1.47,4.18,1.34,-4.69,1.71,6,18,51.92807657
2026-09-02,BK0899,CRO,2163.87,-0.72,-3.94,-4.6,10.57,35.24,3.27,15,34,249.57529553
